market_id,slug,title,description
1304437,crint-npl-are-2026-02-03-toss-match-double-draw,International T20 Series: Nepal vs UAE (Game 1) - Toss Match Double Draw,This market refers to the combination of the pre-match coin toss and the final match result for the cricket match between Nepal and UAE scheduled for 2026-02-03 in World Cup Warm-up Matches. This market resolves according to (1) the official toss result and (2) the finalized match result as published by https://www.icc-cricket.com/. The outcome corresponding to Nepal will be considered correct if  Nepal is officially recorded as winning both the toss and the match. The outcome corresponding to UAE will be considered correct if UAE is officially recorded as winning both the toss and the match. In all other cases - including where the toss and match winners differ  or where no match winner is recorded - the market will resolve to Neither. DLS/DRS adjustments  over-rate penalties  forfeit/walkover  Super Over  or any other on-field ruling that leads the competition to declare a match winner are treated as ordinary wins. If the match ends tied and the playing conditions provide an on-field tiebreak (e.g.  Super Over)  the tiebreak winner will be considered the match winner for this market. If the match ends tied with no tiebreak used or available  no team will be considered to have won the match and the market will resolve to Neither. If the match is permanently canceled  abandoned  or otherwise completed without an official match winner being declared  the market will resolve to Neither. If the match is postponed or rescheduled  the market remains open until the listed fixture is completed and will then resolve as described above. 
1304462,crint-npl-are-2026-02-03-team-top-batter-npl,International T20 Series: Nepal vs UAE (Game 1) - Team Top Batter Nepal Winner,This market refers to which team's player records the highest individual run total in the cricket match between Nepal and UAE scheduled for 2026-02-03 in World Cup Warm-up Matches. This market resolves according to the finalized match statistics as published by https://www.icc-cricket.com/. The outcome corresponding to Nepal will be considered correct if the highest individual score in the match is recorded exclusively by a player from Nepal. The outcome corresponding to UAE will be considered correct if the highest individual score is recorded exclusively by a player from UAE. If the highest individual score is shared by at least one player from each team  the market will resolve to Draw. The market will resolve according to which team's player records the highest individual run total regardless of if the match is not competed (e.g. Due to weather conditions). DLS/DRS adjustments and any other on-field rulings affecting batting statistics are treated as ordinary data. If the match is permanently canceled  abandoned  or otherwise completed without official batting statistics being recorded  the market will resolve Draw. If the match is postponed or rescheduled  the market remains open until the listed fixture is completed and official statistics are available. 
1304464,crint-npl-are-2026-02-03-team-top-batter-are,International T20 Series: Nepal vs UAE (Game 1) - Team Top Batter UAE Winner,This market refers to which team's player records the highest individual run total in the cricket match between Nepal and UAE scheduled for 2026-02-03 in World Cup Warm-up Matches. This market resolves according to the finalized match statistics as published by https://www.icc-cricket.com/. The outcome corresponding to Nepal will be considered correct if the highest individual score in the match is recorded exclusively by a player from Nepal. The outcome corresponding to UAE will be considered correct if the highest individual score is recorded exclusively by a player from UAE. If the highest individual score is shared by at least one player from each team  the market will resolve to Draw. The market will resolve according to which team's player records the highest individual run total regardless of if the match is not competed (e.g. Due to weather conditions). DLS/DRS adjustments and any other on-field rulings affecting batting statistics are treated as ordinary data. If the match is permanently canceled  abandoned  or otherwise completed without official batting statistics being recorded  the market will resolve Draw. If the match is postponed or rescheduled  the market remains open until the listed fixture is completed and official statistics are available. 
1304463,crint-npl-are-2026-02-03-team-top-batter-draw,International T20 Series: Nepal vs UAE (Game 1) - Team Top Batter Draw,This market refers to which team's player records the highest individual run total in the cricket match between Nepal and UAE scheduled for 2026-02-03 in World Cup Warm-up Matches. This market resolves according to the finalized match statistics as published by https://www.icc-cricket.com/. The outcome corresponding to Nepal will be considered correct if the highest individual score in the match is recorded exclusively by a player from Nepal. The outcome corresponding to UAE will be considered correct if the highest individual score is recorded exclusively by a player from UAE. If the highest individual score is shared by at least one player from each team  the market will resolve to Draw. The market will resolve according to which team's player records the highest individual run total regardless of if the match is not competed (e.g. Due to weather conditions). DLS/DRS adjustments and any other on-field rulings affecting batting statistics are treated as ordinary data. If the match is permanently canceled  abandoned  or otherwise completed without official batting statistics being recorded  the market will resolve Draw. If the match is postponed or rescheduled  the market remains open until the listed fixture is completed and official statistics are available. 
1304451,crint-npl-are-2026-02-03-most-sixes-are,International T20 Series: Nepal vs UAE (Game 1) - Most Sixes UAE Winner,This market refers to which team hits the greater number of sixes in the cricket match between Nepal and UAE scheduled for 2026-02-03 in World Cup Warm-up Matches. This market resolves according to the finalized match statistics as published by https://www.icc-cricket.com/. The outcome corresponding to Nepal will be considered correct if Nepal is officially recorded as hitting more sixes than UAE.The outcome corresponding to UAE will be considered correct if UAE is officially recorded as hitting more sixes than Nepal. If both teams record the same number of sixes  the market will resolve to "Draw". The market will resolve according to the team that hits the greater number of sixes in the match regardless of if the match is not competed (e.g. Due to weather conditions)/ Only sixes scored from the bat (off any delivery- legal or not) will count towards the total sixes. Overthrows and extras do not count. Sixes scored in a super over do not count. In First Class games  only first innings sixes will count. If the match is permanently canceled  abandoned  or otherwise completed without official sixes statistics being recorded  the market will resolve "Draw". If the match is postponed or rescheduled  the market remains open until the listed fixture is completed and official statistics are available. 
1304435,crint-npl-are-2026-02-03-toss-match-double-npl,International T20 Series: Nepal vs UAE (Game 1) - Toss Match Double Nepal Winner,This market refers to the combination of the pre-match coin toss and the final match result for the cricket match between Nepal and UAE scheduled for 2026-02-03 in World Cup Warm-up Matches. This market resolves according to (1) the official toss result and (2) the finalized match result as published by https://www.icc-cricket.com/. The outcome corresponding to Nepal will be considered correct if  Nepal is officially recorded as winning both the toss and the match. The outcome corresponding to UAE will be considered correct if UAE is officially recorded as winning both the toss and the match. In all other cases - including where the toss and match winners differ  or where no match winner is recorded - the market will resolve to Neither. DLS/DRS adjustments  over-rate penalties  forfeit/walkover  Super Over  or any other on-field ruling that leads the competition to declare a match winner are treated as ordinary wins. If the match ends tied and the playing conditions provide an on-field tiebreak (e.g.  Super Over)  the tiebreak winner will be considered the match winner for this market. If the match ends tied with no tiebreak used or available  no team will be considered to have won the match and the market will resolve to Neither. If the match is permanently canceled  abandoned  or otherwise completed without an official match winner being declared  the market will resolve to Neither. If the match is postponed or rescheduled  the market remains open until the listed fixture is completed and will then resolve as described above. 
1304425,crint-npl-are-2026-02-03-completed-match,International T20 Series: Nepal vs UAE (Game 1) - Completed match?,This market refers to whether the cricket match between Nepal and UAE scheduled for 2026-02-03 in World Cup Warm-up Matches is completed under the competition's official playing conditions. This market resolves according to the finalized match status as published by https://www.icc-cricket.com/. Any match where an official result is declared — including results decided by DLS/DRS  over-rate penalties  a Super Over  forfeit/walkover  or any other on-field ruling — will resolve Yes. (Draws count as completed results when recognized by the competition.) If the match is abandoned  ends in No Result  is permanently canceled  or otherwise concludes without an official result  the market will resolve No. If the match is postponed or rescheduled  the market remains open until the listed fixture is completed or permanently canceled  after which it will resolve as described above. 
1304450,crint-npl-are-2026-02-03-most-sixes-draw,International T20 Series: Nepal vs UAE (Game 1) - Most Sixes Draw,This market refers to which team hits the greater number of sixes in the cricket match between Nepal and UAE scheduled for 2026-02-03 in World Cup Warm-up Matches. This market resolves according to the finalized match statistics as published by https://www.icc-cricket.com/. The outcome corresponding to Nepal will be considered correct if Nepal is officially recorded as hitting more sixes than UAE.The outcome corresponding to UAE will be considered correct if UAE is officially recorded as hitting more sixes than Nepal. If both teams record the same number of sixes  the market will resolve to "Draw". The market will resolve according to the team that hits the greater number of sixes in the match regardless of if the match is not competed (e.g. Due to weather conditions)/ Only sixes scored from the bat (off any delivery- legal or not) will count towards the total sixes. Overthrows and extras do not count. Sixes scored in a super over do not count. In First Class games  only first innings sixes will count. If the match is permanently canceled  abandoned  or otherwise completed without official sixes statistics being recorded  the market will resolve "Draw". If the match is postponed or rescheduled  the market remains open until the listed fixture is completed and official statistics are available. 
1304389,crint-nld-zwe-2026-02-03-most-sixes-zwe,International T20 Series: Netherlands vs Zimbabwe (Game 1) - Most Sixes Zimbabwe Winner,This market refers to which team hits the greater number of sixes in the cricket match between Netherlands and Zimbabwe scheduled for 2026-02-03 in World Cup Warm-up Matches. This market resolves according to the finalized match statistics as published by https://www.icc-cricket.com/. The outcome corresponding to Netherlands will be considered correct if Netherlands is officially recorded as hitting more sixes than Zimbabwe.The outcome corresponding to Zimbabwe will be considered correct if Zimbabwe is officially recorded as hitting more sixes than Netherlands. If both teams record the same number of sixes  the market will resolve to "Draw". The market will resolve according to the team that hits the greater number of sixes in the match regardless of if the match is not competed (e.g. Due to weather conditions)/ Only sixes scored from the bat (off any delivery- legal or not) will count towards the total sixes. Overthrows and extras do not count. Sixes scored in a super over do not count. In First Class games  only first innings sixes will count. If the match is permanently canceled  abandoned  or otherwise completed without official sixes statistics being recorded  the market will resolve "Draw". If the match is postponed or rescheduled  the market remains open until the listed fixture is completed and official statistics are available. 
1304387,crint-nld-zwe-2026-02-03-most-sixes-nld,International T20 Series: Netherlands vs Zimbabwe (Game 1) - Most Sixes Netherlands Winner,This market refers to which team hits the greater number of sixes in the cricket match between Netherlands and Zimbabwe scheduled for 2026-02-03 in World Cup Warm-up Matches. This market resolves according to the finalized match statistics as published by https://www.icc-cricket.com/. The outcome corresponding to Netherlands will be considered correct if Netherlands is officially recorded as hitting more sixes than Zimbabwe.The outcome corresponding to Zimbabwe will be considered correct if Zimbabwe is officially recorded as hitting more sixes than Netherlands. If both teams record the same number of sixes  the market will resolve to "Draw". The market will resolve according to the team that hits the greater number of sixes in the match regardless of if the match is not competed (e.g. Due to weather conditions)/ Only sixes scored from the bat (off any delivery- legal or not) will count towards the total sixes. Overthrows and extras do not count. Sixes scored in a super over do not count. In First Class games  only first innings sixes will count. If the match is permanently canceled  abandoned  or otherwise completed without official sixes statistics being recorded  the market will resolve "Draw". If the match is postponed or rescheduled  the market remains open until the listed fixture is completed and official statistics are available. 
1304374,crint-nld-zwe-2026-02-03-toss-match-double-nld,International T20 Series: Netherlands vs Zimbabwe (Game 1) - Toss Match Double Netherlands Winner,This market refers to the combination of the pre-match coin toss and the final match result for the cricket match between Netherlands and Zimbabwe scheduled for 2026-02-03 in World Cup Warm-up Matches. This market resolves according to (1) the official toss result and (2) the finalized match result as published by https://www.icc-cricket.com/. The outcome corresponding to Netherlands will be considered correct if  Netherlands is officially recorded as winning both the toss and the match. The outcome corresponding to Zimbabwe will be considered correct if Zimbabwe is officially recorded as winning both the toss and the match. In all other cases - including where the toss and match winners differ  or where no match winner is recorded - the market will resolve to Neither. DLS/DRS adjustments  over-rate penalties  forfeit/walkover  Super Over  or any other on-field ruling that leads the competition to declare a match winner are treated as ordinary wins. If the match ends tied and the playing conditions provide an on-field tiebreak (e.g.  Super Over)  the tiebreak winner will be considered the match winner for this market. If the match ends tied with no tiebreak used or available  no team will be considered to have won the match and the market will resolve to Neither. If the match is permanently canceled  abandoned  or otherwise completed without an official match winner being declared  the market will resolve to Neither. If the match is postponed or rescheduled  the market remains open until the listed fixture is completed and will then resolve as described above. 
1304400,crint-nld-zwe-2026-02-03-team-top-batter-nld,International T20 Series: Netherlands vs Zimbabwe (Game 1) - Team Top Batter Netherlands Winner,This market refers to which team's player records the highest individual run total in the cricket match between Netherlands and Zimbabwe scheduled for 2026-02-03 in World Cup Warm-up Matches. This market resolves according to the finalized match statistics as published by https://www.icc-cricket.com/. The outcome corresponding to Netherlands will be considered correct if the highest individual score in the match is recorded exclusively by a player from Netherlands. The outcome corresponding to Zimbabwe will be considered correct if the highest individual score is recorded exclusively by a player from Zimbabwe. If the highest individual score is shared by at least one player from each team  the market will resolve to Draw. The market will resolve according to which team's player records the highest individual run total regardless of if the match is not competed (e.g. Due to weather conditions). DLS/DRS adjustments and any other on-field rulings affecting batting statistics are treated as ordinary data. If the match is permanently canceled  abandoned  or otherwise completed without official batting statistics being recorded  the market will resolve Draw. If the match is postponed or rescheduled  the market remains open until the listed fixture is completed and official statistics are available. 
1304376,crint-nld-zwe-2026-02-03-toss-match-double-zwe,International T20 Series: Netherlands vs Zimbabwe (Game 1) - Toss Match Double Zimbabwe Winner,This market refers to the combination of the pre-match coin toss and the final match result for the cricket match between Netherlands and Zimbabwe scheduled for 2026-02-03 in World Cup Warm-up Matches. This market resolves according to (1) the official toss result and (2) the finalized match result as published by https://www.icc-cricket.com/. The outcome corresponding to Netherlands will be considered correct if  Netherlands is officially recorded as winning both the toss and the match. The outcome corresponding to Zimbabwe will be considered correct if Zimbabwe is officially recorded as winning both the toss and the match. In all other cases - including where the toss and match winners differ  or where no match winner is recorded - the market will resolve to Neither. DLS/DRS adjustments  over-rate penalties  forfeit/walkover  Super Over  or any other on-field ruling that leads the competition to declare a match winner are treated as ordinary wins. If the match ends tied and the playing conditions provide an on-field tiebreak (e.g.  Super Over)  the tiebreak winner will be considered the match winner for this market. If the match ends tied with no tiebreak used or available  no team will be considered to have won the match and the market will resolve to Neither. If the match is permanently canceled  abandoned  or otherwise completed without an official match winner being declared  the market will resolve to Neither. If the match is postponed or rescheduled  the market remains open until the listed fixture is completed and will then resolve as described above. 
1304363,crint-nld-zwe-2026-02-03-completed-match,International T20 Series: Netherlands vs Zimbabwe (Game 1) - Completed match?,This market refers to whether the cricket match between Netherlands and Zimbabwe scheduled for 2026-02-03 in World Cup Warm-up Matches is completed under the competition's official playing conditions. This market resolves according to the finalized match status as published by https://www.icc-cricket.com/. Any match where an official result is declared — including results decided by DLS/DRS  over-rate penalties  a Super Over  forfeit/walkover  or any other on-field ruling — will resolve Yes. (Draws count as completed results when recognized by the competition.) If the match is abandoned  ends in No Result  is permanently canceled  or otherwise concludes without an official result  the market will resolve No. If the match is postponed or rescheduled  the market remains open until the listed fixture is completed or permanently canceled  after which it will resolve as described above. 
1304401,crint-nld-zwe-2026-02-03-team-top-batter-draw,International T20 Series: Netherlands vs Zimbabwe (Game 1) - Team Top Batter Draw,This market refers to which team's player records the highest individual run total in the cricket match between Netherlands and Zimbabwe scheduled for 2026-02-03 in World Cup Warm-up Matches. This market resolves according to the finalized match statistics as published by https://www.icc-cricket.com/. The outcome corresponding to Netherlands will be considered correct if the highest individual score in the match is recorded exclusively by a player from Netherlands. The outcome corresponding to Zimbabwe will be considered correct if the highest individual score is recorded exclusively by a player from Zimbabwe. If the highest individual score is shared by at least one player from each team  the market will resolve to Draw. The market will resolve according to which team's player records the highest individual run total regardless of if the match is not competed (e.g. Due to weather conditions). DLS/DRS adjustments and any other on-field rulings affecting batting statistics are treated as ordinary data. If the match is permanently canceled  abandoned  or otherwise completed without official batting statistics being recorded  the market will resolve Draw. If the match is postponed or rescheduled  the market remains open until the listed fixture is completed and official statistics are available. 
1304402,crint-nld-zwe-2026-02-03-team-top-batter-zwe,International T20 Series: Netherlands vs Zimbabwe (Game 1) - Team Top Batter Zimbabwe Winner,This market refers to which team's player records the highest individual run total in the cricket match between Netherlands and Zimbabwe scheduled for 2026-02-03 in World Cup Warm-up Matches. This market resolves according to the finalized match statistics as published by https://www.icc-cricket.com/. The outcome corresponding to Netherlands will be considered correct if the highest individual score in the match is recorded exclusively by a player from Netherlands. The outcome corresponding to Zimbabwe will be considered correct if the highest individual score is recorded exclusively by a player from Zimbabwe. If the highest individual score is shared by at least one player from each team  the market will resolve to Draw. The market will resolve according to which team's player records the highest individual run total regardless of if the match is not competed (e.g. Due to weather conditions). DLS/DRS adjustments and any other on-field rulings affecting batting statistics are treated as ordinary data. If the match is permanently canceled  abandoned  or otherwise completed without official batting statistics being recorded  the market will resolve Draw. If the match is postponed or rescheduled  the market remains open until the listed fixture is completed and official statistics are available. 
1304388,crint-nld-zwe-2026-02-03-most-sixes-draw,International T20 Series: Netherlands vs Zimbabwe (Game 1) - Most Sixes Draw,This market refers to which team hits the greater number of sixes in the cricket match between Netherlands and Zimbabwe scheduled for 2026-02-03 in World Cup Warm-up Matches. This market resolves according to the finalized match statistics as published by https://www.icc-cricket.com/. The outcome corresponding to Netherlands will be considered correct if Netherlands is officially recorded as hitting more sixes than Zimbabwe.The outcome corresponding to Zimbabwe will be considered correct if Zimbabwe is officially recorded as hitting more sixes than Netherlands. If both teams record the same number of sixes  the market will resolve to "Draw". The market will resolve according to the team that hits the greater number of sixes in the match regardless of if the match is not competed (e.g. Due to weather conditions)/ Only sixes scored from the bat (off any delivery- legal or not) will count towards the total sixes. Overthrows and extras do not count. Sixes scored in a super over do not count. In First Class games  only first innings sixes will count. If the match is permanently canceled  abandoned  or otherwise completed without official sixes statistics being recorded  the market will resolve "Draw". If the match is postponed or rescheduled  the market remains open until the listed fixture is completed and official statistics are available. 
1304375,crint-nld-zwe-2026-02-03-toss-match-double-draw,International T20 Series: Netherlands vs Zimbabwe (Game 1) - Toss Match Double Draw,This market refers to the combination of the pre-match coin toss and the final match result for the cricket match between Netherlands and Zimbabwe scheduled for 2026-02-03 in World Cup Warm-up Matches. This market resolves according to (1) the official toss result and (2) the finalized match result as published by https://www.icc-cricket.com/. The outcome corresponding to Netherlands will be considered correct if  Netherlands is officially recorded as winning both the toss and the match. The outcome corresponding to Zimbabwe will be considered correct if Zimbabwe is officially recorded as winning both the toss and the match. In all other cases - including where the toss and match winners differ  or where no match winner is recorded - the market will resolve to Neither. DLS/DRS adjustments  over-rate penalties  forfeit/walkover  Super Over  or any other on-field ruling that leads the competition to declare a match winner are treated as ordinary wins. If the match ends tied and the playing conditions provide an on-field tiebreak (e.g.  Super Over)  the tiebreak winner will be considered the match winner for this market. If the match ends tied with no tiebreak used or available  no team will be considered to have won the match and the market will resolve to Neither. If the match is permanently canceled  abandoned  or otherwise completed without an official match winner being declared  the market will resolve to Neither. If the match is postponed or rescheduled  the market remains open until the listed fixture is completed and will then resolve as described above. 
1324076,cru19wc-aus19-eng19-2026-02-03-team-top-batter-draw,U19 World Cup: Australia Under-19s vs England Under-19s - Team Top Batter Draw,This market refers to which team's player records the highest individual run total in the cricket match between Australia Under-19s and England Under-19s scheduled for 2026-02-03. This market resolves according to the finalized match statistics as published by https://www.icc-cricket.com/. The outcome corresponding to Australia Under-19s will be considered correct if the highest individual score in the match is recorded exclusively by a player from Australia Under-19s. The outcome corresponding to England Under-19s will be considered correct if the highest individual score is recorded exclusively by a player from England Under-19s. If the highest individual score is shared by at least one player from each team  the market will resolve to Draw. The market will resolve according to which team's player records the highest individual run total regardless of if the match is not competed (e.g. Due to weather conditions). DLS/DRS adjustments and any other on-field rulings affecting batting statistics are treated as ordinary data. If the match is permanently canceled  abandoned  or otherwise completed without official batting statistics being recorded  the market will resolve Draw. If the match is postponed or rescheduled  the market remains open until the listed fixture is completed and official statistics are available. 
1324075,cru19wc-aus19-eng19-2026-02-03-team-top-batter-aus19,U19 World Cup: Australia Under-19s vs England Under-19s - Team Top Batter Australia Under-19s Winner,This market refers to which team's player records the highest individual run total in the cricket match between Australia Under-19s and England Under-19s scheduled for 2026-02-03. This market resolves according to the finalized match statistics as published by https://www.icc-cricket.com/. The outcome corresponding to Australia Under-19s will be considered correct if the highest individual score in the match is recorded exclusively by a player from Australia Under-19s. The outcome corresponding to England Under-19s will be considered correct if the highest individual score is recorded exclusively by a player from England Under-19s. If the highest individual score is shared by at least one player from each team  the market will resolve to Draw. The market will resolve according to which team's player records the highest individual run total regardless of if the match is not competed (e.g. Due to weather conditions). DLS/DRS adjustments and any other on-field rulings affecting batting statistics are treated as ordinary data. If the match is permanently canceled  abandoned  or otherwise completed without official batting statistics being recorded  the market will resolve Draw. If the match is postponed or rescheduled  the market remains open until the listed fixture is completed and official statistics are available. 
1324074,cru19wc-aus19-eng19-2026-02-03-completed-match,U19 World Cup: Australia Under-19s vs England Under-19s - Completed match?,This market refers to whether the cricket match between Australia Under-19s and England Under-19s scheduled for 2026-02-03 is completed under the competition's official playing conditions. This market resolves according to the finalized match status as published by https://www.icc-cricket.com/. Any match where an official result is declared — including results decided by DLS/DRS  over-rate penalties  a Super Over  forfeit/walkover  or any other on-field ruling — will resolve Yes. (Draws count as completed results when recognized by the competition.) If the match is abandoned  ends in No Result  is permanently canceled  or otherwise concludes without an official result  the market will resolve No. If the match is postponed or rescheduled  the market remains open until the listed fixture is completed or permanently canceled  after which it will resolve as described above. 
1324077,cru19wc-aus19-eng19-2026-02-03-team-top-batter-eng19,U19 World Cup: Australia Under-19s vs England Under-19s - Team Top Batter England Under-19s Winner,This market refers to which team's player records the highest individual run total in the cricket match between Australia Under-19s and England Under-19s scheduled for 2026-02-03. This market resolves according to the finalized match statistics as published by https://www.icc-cricket.com/. The outcome corresponding to Australia Under-19s will be considered correct if the highest individual score in the match is recorded exclusively by a player from Australia Under-19s. The outcome corresponding to England Under-19s will be considered correct if the highest individual score is recorded exclusively by a player from England Under-19s. If the highest individual score is shared by at least one player from each team  the market will resolve to Draw. The market will resolve according to which team's player records the highest individual run total regardless of if the match is not competed (e.g. Due to weather conditions). DLS/DRS adjustments and any other on-field rulings affecting batting statistics are treated as ordinary data. If the match is permanently canceled  abandoned  or otherwise completed without official batting statistics being recorded  the market will resolve Draw. If the match is postponed or rescheduled  the market remains open until the listed fixture is completed and official statistics are available. 
579985,will-the-team-that-wins-the-2025-26-super-bowl-be-from-texas,Will the team that wins the 2025-26 Super Bowl be from Texas?,This is a polymarket to predict which state the team that wins the 2025-26 NFL Super Bowl will be from.  If a team who plays in the listed state wins the Super Bowl  the market will resolve to "Yes". Otherwise  it will resolve to "No".  If the Super Bowl is canceled or not completed by May 31  2026  this market will resolve to "Other".  The primary resolution source will be official information from the NFL. A consensus of credible reporting may also be used.
579981,will-the-team-that-wins-the-2025-26-super-bowl-be-from-marylanddc,Will the team that wins the 2025-26 Super Bowl be from Maryland/DC?,This is a polymarket to predict which state the team that wins the 2025-26 NFL Super Bowl will be from.  If a team who plays in the listed state wins the Super Bowl  the market will resolve to "Yes". Otherwise  it will resolve to "No".  If the Super Bowl is canceled or not completed by May 31  2026  this market will resolve to "Other".  The primary resolution source will be official information from the NFL. A consensus of credible reporting may also be used.
580007,will-the-team-that-wins-the-2025-26-super-bowl-play-in-the-afc-west,Will the team that wins the 2025-26 Super Bowl play in the AFC West?,This is a polymarket to predict which division the team that wins the 2025-26 NFL Super Bowl will be from.  If a team from the listed division wins the Super Bowl  the market will resolve to "Yes". Otherwise  it will resolve to "No".  If the Super Bowl is canceled or not completed by May 31  2026  this market will resolve to "Other".  The primary resolution source will be official information from the NFL. A consensus of credible reporting may also be used.
580002,will-the-team-that-wins-the-2025-26-super-bowl-play-in-the-nfc-east,Will the team that wins the 2025-26 Super Bowl play in the NFC East?,This is a polymarket to predict which division the team that wins the 2025-26 NFL Super Bowl will be from.  If a team from the listed division wins the Super Bowl  the market will resolve to "Yes". Otherwise  it will resolve to "No".  If the Super Bowl is canceled or not completed by May 31  2026  this market will resolve to "Other".  The primary resolution source will be official information from the NFL. A consensus of credible reporting may also be used.
579979,will-the-team-that-wins-the-2025-26-super-bowl-be-from-california,Will the team that wins the 2025-26 Super Bowl be from California?,This is a polymarket to predict which state the team that wins the 2025-26 NFL Super Bowl will be from.  If a team who plays in the listed state wins the Super Bowl  the market will resolve to "Yes". Otherwise  it will resolve to "No".  If the Super Bowl is canceled or not completed by May 31  2026  this market will resolve to "Other".  The primary resolution source will be official information from the NFL. A consensus of credible reporting may also be used.
579983,will-the-team-that-wins-the-2025-26-super-bowl-be-from-ohio,Will the team that wins the 2025-26 Super Bowl be from Ohio?,This is a polymarket to predict which state the team that wins the 2025-26 NFL Super Bowl will be from.  If a team who plays in the listed state wins the Super Bowl  the market will resolve to "Yes". Otherwise  it will resolve to "No".  If the Super Bowl is canceled or not completed by May 31  2026  this market will resolve to "Other".  The primary resolution source will be official information from the NFL. A consensus of credible reporting may also be used.
579980,will-the-team-that-wins-the-2025-26-super-bowl-be-from-florida,Will the team that wins the 2025-26 Super Bowl be from Florida?,This is a polymarket to predict which state the team that wins the 2025-26 NFL Super Bowl will be from.  If a team who plays in the listed state wins the Super Bowl  the market will resolve to "Yes". Otherwise  it will resolve to "No".  If the Super Bowl is canceled or not completed by May 31  2026  this market will resolve to "Other".  The primary resolution source will be official information from the NFL. A consensus of credible reporting may also be used.
579982,will-the-team-that-wins-the-2025-26-super-bowl-be-from-new-yorknew-jersey,Will the team that wins the 2025-26 Super Bowl be from New York/New Jersey?,This is a polymarket to predict which state the team that wins the 2025-26 NFL Super Bowl will be from.  If a team who plays in the listed state wins the Super Bowl  the market will resolve to "Yes". Otherwise  it will resolve to "No".  If the Super Bowl is canceled or not completed by May 31  2026  this market will resolve to "Other".  The primary resolution source will be official information from the NFL. A consensus of credible reporting may also be used.
579984,will-the-team-that-wins-the-2025-26-super-bowl-be-from-pennsylvania,Will the team that wins the 2025-26 Super Bowl be from Pennsylvania?,This is a polymarket to predict which state the team that wins the 2025-26 NFL Super Bowl will be from.  If a team who plays in the listed state wins the Super Bowl  the market will resolve to "Yes". Otherwise  it will resolve to "No".  If the Super Bowl is canceled or not completed by May 31  2026  this market will resolve to "Other".  The primary resolution source will be official information from the NFL. A consensus of credible reporting may also be used.
580003,will-the-team-that-wins-the-2025-26-super-bowl-play-in-the-afc-south,Will the team that wins the 2025-26 Super Bowl play in the AFC South?,This is a polymarket to predict which division the team that wins the 2025-26 NFL Super Bowl will be from.  If a team from the listed division wins the Super Bowl  the market will resolve to "Yes". Otherwise  it will resolve to "No".  If the Super Bowl is canceled or not completed by May 31  2026  this market will resolve to "Other".  The primary resolution source will be official information from the NFL. A consensus of credible reporting may also be used.
580004,will-the-team-that-wins-the-2025-26-super-bowl-play-in-the-nfc-south,Will the team that wins the 2025-26 Super Bowl play in the NFC South?,This is a polymarket to predict which division the team that wins the 2025-26 NFL Super Bowl will be from.  If a team from the listed division wins the Super Bowl  the market will resolve to "Yes". Otherwise  it will resolve to "No".  If the Super Bowl is canceled or not completed by May 31  2026  this market will resolve to "Other".  The primary resolution source will be official information from the NFL. A consensus of credible reporting may also be used.
580006,will-the-team-that-wins-the-2025-26-super-bowl-play-in-the-nfc-north,Will the team that wins the 2025-26 Super Bowl play in the NFC North?,This is a polymarket to predict which division the team that wins the 2025-26 NFL Super Bowl will be from.  If a team from the listed division wins the Super Bowl  the market will resolve to "Yes". Otherwise  it will resolve to "No".  If the Super Bowl is canceled or not completed by May 31  2026  this market will resolve to "Other".  The primary resolution source will be official information from the NFL. A consensus of credible reporting may also be used.
579986,will-the-team-that-wins-the-2025-26-super-bowl-be-from-any-other-state,Will the team that wins the 2025-26 Super Bowl be from any Other state?,This is a polymarket to predict which state the team that wins the 2025-26 NFL Super Bowl will be from.  If a team who plays in the listed state wins the Super Bowl  the market will resolve to "Yes". Otherwise  it will resolve to "No".  If the Super Bowl is canceled or not completed by May 31  2026  this market will resolve to "Other".  The primary resolution source will be official information from the NFL. A consensus of credible reporting may also be used.
580005,will-the-team-that-wins-the-2025-26-super-bowl-play-in-the-afc-north,Will the team that wins the 2025-26 Super Bowl play in the AFC North?,This is a polymarket to predict which division the team that wins the 2025-26 NFL Super Bowl will be from.  If a team from the listed division wins the Super Bowl  the market will resolve to "Yes". Otherwise  it will resolve to "No".  If the Super Bowl is canceled or not completed by May 31  2026  this market will resolve to "Other".  The primary resolution source will be official information from the NFL. A consensus of credible reporting may also be used.
1309639,crwncl-sas-vicw-2026-02-02-team-top-batter-sas,WNCL: South Australia Scorpions vs Victoria Women - Team Top Batter South Australia Scorpions Winner,This market refers to which team's player records the highest individual run total in the cricket match between South Australia Scorpions and Victoria Women scheduled for 2026-02-02. This market resolves according to the finalized match statistics as published by https://www.espncricinfo.com/. The outcome corresponding to South Australia Scorpions will be considered correct if the highest individual score in the match is recorded exclusively by a player from South Australia Scorpions. The outcome corresponding to Victoria Women will be considered correct if the highest individual score is recorded exclusively by a player from Victoria Women. If the highest individual score is shared by at least one player from each team  the market will resolve to Draw. The market will resolve according to which team's player records the highest individual run total regardless of if the match is not competed (e.g. Due to weather conditions). DLS/DRS adjustments and any other on-field rulings affecting batting statistics are treated as ordinary data. If the match is permanently canceled  abandoned  or otherwise completed without official batting statistics being recorded  the market will resolve Draw. If the match is postponed or rescheduled  the market remains open until the listed fixture is completed and official statistics are available. 
