slug,type,domain,occurrence_or_deadline_ddmmyyyy,status,error
will-gold-gc-hit-low-4900-by-end-of-february-837-718-553-296-868-122-264-951,2,finance,28/02/2026,ok,
will-mamdani-say-affordable-or-affordability-during-the-next-nyc-mayors-office-announcement-755,2,politics,28/02/2026,ok,
north-korea-missile-launch-by-february-28,2,politics,28/02/2026,ok,
will-nate-moore-win-survivor-season-49,2,misc,28/02/2026,ok,
will-mamdani-say-crypto-or-bitcoin-during-the-next-nyc-mayors-office-announcement,2,misc,28/02/2026,ok,
will-trump-admin-release-any-more-epstein-related-files-by-february-15,,,,error,invalid_response
will-leavitt-say-president-75-times-during-the-next-white-house-press-briefing,2,politics,28/02/2026,ok,
will-pete-or-hegseth-be-said-during-the-next-episode-of-the-all-in-podcast,2,misc,28/02/2026,ok,
will-epstein-data-set-9-be-released-before-march-598,2,misc,28/02/2026,ok,
will-mamdani-say-eric-or-adams-during-the-next-nyc-mayors-office-announcement,2,politics,28/02/2026,ok,
will-mike-kafka-be-fired-by-february-28,2,sports,28/02/2026,ok,
will-mamdani-say-billionaire-during-the-next-nyc-mayors-office-announcement,2,politics,28/02/2026,ok,
will-leavitt-say-prize-or-medal-during-the-next-white-house-press-briefing,2,politics,28/02/2026,ok,
will-dystopian-be-said-during-the-next-episode-of-the-all-in-podcast,2,misc,28/02/2026,ok,
will-leavitt-say-fed-or-federal-reserve-during-the-next-white-house-press-briefing,2,politics,28/02/2026,ok,
will-jeremiah-ing-win-survivor-season-49,2,misc,28/02/2026,ok,
will-trump-say-sleepy-joe-by-february-28,2,politics,28/02/2026,ok,
will-russia-enter-kupiansk-vuzlovyi-by-february-28,2,politics,28/02/2026,ok,
will-epstein-data-set-12-be-released-by-february-15-2026,2,misc,15/02/2026,ok,
will-trump-say-uber-in-february,2,politics,28/02/2026,ok,
will-mamdani-say-historic-during-the-next-nyc-mayors-office-announcement,2,politics,28/02/2026,ok,
was-ilhan-omar-sprayed-with-pure-water-783,2,misc,28/02/2026,ok,
will-mamdani-say-social-during-the-next-nyc-mayors-office-announcement,2,politics,28/02/2026,ok,
will-trump-say-sleazebag-by-february-28,2,politics,28/02/2026,ok,
will-gold-gc-hit-high-5100-by-end-of-february-539-497-846-493-138-695-552,2,finance,28/02/2026,ok,
will-leavitt-say-bipartisan-during-the-next-white-house-press-briefing,2,politics,28/02/2026,ok,
will-dumb-or-kamala-be-said-during-the-next-episode-of-the-all-in-podcast,2,misc,28/02/2026,ok,
will-steve-or-witkoff-be-said-during-the-next-episode-of-the-all-in-podcast,2,misc,28/02/2026,ok,
will-leavitt-say-left-wing-or-agenda-during-the-next-white-house-press-briefing,2,politics,28/02/2026,ok,
will-mamdani-say-crisis-during-the-next-nyc-mayors-office-announcement,2,politics,28/02/2026,ok,
will-mamdani-say-queens-or-manhattan-or-brooklyn-during-the-next-nyc-mayors-office-announcement,2,politics,28/02/2026,ok,
will-the-logan-paul-break-1st-edition-charizard-sale-price-be-over-500k,2,misc,28/02/2026,ok,
will-mamdani-say-daycare-during-the-next-nyc-mayors-office-announcement,2,politics,28/02/2026,ok,
will-mamdani-say-kathy-or-hochul-during-the-next-nyc-mayors-office-announcement,2,politics,28/02/2026,ok,
will-leavitt-say-truth-social-during-the-next-white-house-press-briefing,2,politics,28/02/2026,ok,
us-bank-failure-by-february-28,,,,error,invalid_response
will-john-harbaugh-be-fired-by-february-28-jovt,2,sports,28/02/2026,ok,
will-pain-gaming-win-cblol-cup-2026,2,sports,28/02/2026,ok,
will-mamdani-say-trump-or-the-president-during-the-next-nyc-mayors-office-announcement-397,2,politics,28/02/2026,ok,
will-trump-admin-release-any-more-epstein-related-files-by-january-24-671,,,,error,invalid_response
will-israel-strike-lebanon-on-february-1-2026,1,politics,01/02/2026,ok,
will-copper-hg-hit-high-6pt20-by-end-of-february,2,finance,28/02/2026,ok,
will-gold-gc-hit-high-5000-by-end-of-february-891-467-293-318-938-368-477-523,2,finance,28/02/2026,ok,
will-sophie-segreti-win-survivor-season-49,2,misc,28/02/2026,ok,
will-mamdani-say-safe-or-safety-during-the-next-nyc-mayors-office-announcement,2,politics,28/02/2026,ok,
will-russia-enter-ternuvate-by-february-28,2,politics,28/02/2026,ok,
will-israel-strike-lebanon-on-february-2-2026,1,politics,02/02/2026,ok,
was-ilhan-omar-sprayed-with-vinegar,2,politics,28/02/2026,ok,
will-mamdani-say-politics-during-the-next-nyc-mayors-office-announcement-833,2,politics,28/02/2026,ok,
will-fluxo-w7m-win-cblol-cup-2026,2,sports,28/02/2026,ok,
will-trump-say-barack-hussein-obama-by-february-28,2,politics,28/02/2026,ok,
will-israel-strike-gaza-on-february-4-2026,1,politics,04/02/2026,ok,
will-hungary-join-the-board-of-peace,2,politics,31/03/2026,ok,
will-epstein-data-set-12-be-released-by-february-28-2026,2,misc,28/02/2026,ok,
will-mamdani-say-civic-during-the-next-nyc-mayors-office-announcement,2,politics,28/02/2026,ok,
will-kristina-mills-win-survivor-season-49,2,misc,28/02/2026,ok,
will-mamdani-say-subway-or-transit-during-the-next-nyc-mayors-office-announcement,2,politics,28/02/2026,ok,
will-mamdani-say-democracy-during-the-next-nyc-mayors-office-announcement,2,politics,28/02/2026,ok,
will-disgraziad-be-said-during-the-next-episode-of-the-all-in-podcast,2,misc,28/02/2026,ok,
will-silver-si-hit-low-95-by-end-of-february-137-363-345-839-282,2,finance,31/01/2026,ok,
will-quagmire-be-said-during-the-next-episode-of-the-all-in-podcast,2,misc,28/02/2026,ok,
will-shahed-be-said-during-the-next-episode-of-the-all-in-podcast,2,misc,28/02/2026,ok,
will-gobble-gobble-be-said-during-the-next-episode-of-the-all-in-podcast,2,misc,28/02/2026,ok,
will-mamdani-say-immigrant-during-the-next-nyc-mayors-office-announcement,2,politics,28/02/2026,ok,
will-mamdani-say-shelter-during-the-next-nyc-mayors-office-announcement,2,politics,28/02/2026,ok,
will-leavitt-say-trillion-during-the-next-white-house-press-briefing,2,politics,28/02/2026,ok,
will-leavitt-say-historic-during-the-next-white-house-press-briefing,2,politics,28/02/2026,ok,
will-gold-gc-hit-high-5200-by-end-of-february-469-912-771-732-979-654-867-697,2,finance,28/02/2026,ok,
will-unconstitutional-be-said-during-the-next-episode-of-the-all-in-podcast,2,misc,28/02/2026,ok,
will-mamdani-say-brothers-and-sisters-during-the-next-nyc-mayors-office-announcement,2,politics,28/02/2026,ok,
will-trump-admin-release-any-more-epstein-related-files-by-777,,,,error,invalid_response
will-matt-williams-win-survivor-season-49,2,misc,28/02/2026,ok,
will-michelle-mc-chukwujekwu-win-survivor-season-49,2,misc,28/02/2026,ok,
will-the-chopsticks-catch-spacex-starship-flight-test-11-superheavy-booster,2,misc,28/02/2026,ok,
iran-strike-on-israel-by-january-31,2,politics,31/01/2024,ok,
will-mike-mcdaniel-be-fired-by-february-28,2,sports,28/02/2026,ok,
iran-strike-on-israel-by-january-15,2,politics,15/01/2024,ok,
will-mamdani-say-legacy-during-the-next-nyc-mayors-office-announcement,2,politics,28/02/2026,ok,
will-sage-ahrens-nichols-win-survivor-season-49,2,misc,28/02/2026,ok,
will-gold-gc-hit-high-5300-by-end-of-february-951-613-527-114-637-649-745-884,2,finance,28/02/2026,ok,
will-genesis-be-said-during-the-next-episode-of-the-all-in-podcast,2,misc,28/02/2026,ok,
will-leavitt-say-peace-through-strength-during-the-next-white-house-press-briefing,2,politics,28/02/2026,ok,
will-leavitt-say-investment-during-the-next-white-house-press-briefing,2,politics,28/02/2026,ok,
will-mamdani-say-venezuela-or-maduro-during-the-next-nyc-mayors-office-announcement,2,politics,28/02/2026,ok,
will-jake-latimer-win-survivor-season-49,2,misc,28/02/2026,ok,
will-copper-hg-hit-high-6pt10-by-end-of-february,2,finance,28/02/2026,ok,
will-russia-strike-kyiv-on-february-2-2026,1,politics,02/02/2026,ok,
will-crude-oil-cl-hit-high-64-by-end-of-february,2,finance,28/02/2026,ok,
will-the-nyc-nurses-strike-end-by-january-31-2026,2,misc,31/01/2026,ok,
will-the-us-strike-1-countries-in-february-2026,2,politics,28/02/2026,ok,
dow-hits-50k-by-january-30-2026,2,finance,30/01/2026,ok,
dow-hits-50k-by-january-16-2026,2,finance,16/01/2026,ok,
dow-hits-50k-by-january-23-2026,2,finance,23/01/2026,ok,
will-denver-beat-chicago-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-buffalo-bills-be-eliminated-in-the-super-bowl,2,sports,22/02/2026,ok,
will-new-england-beat-carolina-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-green-bay-packers-be-eliminated-in-the-super-bowl,2,sports,22/02/2026,ok,
will-buffalo-beat-seattle-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-chicago-beat-denver-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-a-no-7-seed-win-super-bowl-lx,2,sports,22/02/2026,ok,
will-houston-beat-san-francisco-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-san-francisco-beat-pittsburgh-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-pittsburgh-beat-green-bay-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-buffalo-beat-los-angeles-r-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-carolina-beat-jacksonville-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-green-bay-beat-pittsburgh-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-houston-beat-green-bay-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-los-angeles-c-beat-green-bay-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-los-angeles-r-beat-houston-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-jacksonville-jaguars-be-eliminated-in-the-super-bowl,2,sports,22/02/2026,ok,
will-pittsburgh-beat-philadelphia-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-jacksonville-beat-chicago-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-denver-broncos-be-eliminated-in-the-conference-championship-round,2,sports,22/02/2026,ok,
will-pittsburgh-beat-carolina-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-seattle-beat-jacksonville-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-chicago-bears-be-eliminated-in-the-divisional-round,2,sports,22/02/2026,ok,
will-the-seattle-seahawks-be-eliminated-in-the-divisional-round,2,sports,22/02/2026,ok,
will-the-pittsburgh-steelers-be-eliminated-in-the-wild-card-round,2,sports,22/02/2026,ok,
will-the-denver-broncos-be-eliminated-in-the-divisional-round,2,sports,22/02/2026,ok,
will-denver-beat-seattle-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-carolina-beat-denver-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-houston-beat-los-angeles-r-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-carolina-panthers-be-eliminated-in-the-super-bowl,2,sports,22/02/2026,ok,
will-the-philadelphia-eagles-be-eliminated-in-the-conference-championship-round,2,sports,22/02/2026,ok,
will-carolina-beat-pittsburgh-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-philadelphia-beat-new-england-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-pittsburgh-beat-seattle-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-seattle-beat-los-angeles-c-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-carolina-beat-new-england-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-seattle-beat-pittsburgh-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-los-angeles-r-beat-los-angeles-c-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-chicago-beat-pittsburgh-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-buffalo-bills-be-eliminated-in-the-wild-card-round,2,sports,22/02/2026,ok,
will-los-angeles-c-beat-philadelphia-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-new-england-beat-philadelphia-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-new-england-beat-chicago-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-carolina-beat-houston-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-a-no-5-seed-win-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-jacksonville-jaguars-be-eliminated-in-the-conference-championship-round,2,sports,22/02/2026,ok,
will-the-pittsburgh-steelers-win-the-super-bowl,2,sports,22/02/2026,ok,
will-the-houston-texans-be-eliminated-in-the-super-bowl,2,sports,22/02/2026,ok,
will-the-philadelphia-eagles-win-the-super-bowl,2,sports,22/02/2026,ok,
will-chicago-beat-buffalo-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-chicago-beat-los-angeles-c-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-san-francisco-beat-jacksonville-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-buffalo-bills-win-the-super-bowl,2,sports,22/02/2026,ok,
will-pittsburgh-beat-los-angeles-r-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-los-angeles-chargers-be-eliminated-in-the-wild-card-round,2,sports,22/02/2026,ok,
will-the-los-angeles-chargers-be-eliminated-in-the-super-bowl,2,sports,22/02/2026,ok,
will-denver-beat-philadelphia-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-denver-beat-carolina-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-philadelphia-eagles-be-eliminated-in-the-wild-card-round,2,sports,22/02/2026,ok,
will-los-angeles-c-beat-los-angeles-r-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-carolina-beat-buffalo-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-seattle-beat-houston-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-a-no-3-seed-win-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-los-angeles-rams-be-eliminated-in-the-super-bowl,2,sports,22/02/2026,ok,
will-the-carolina-panthers-win-the-super-bowl,2,sports,22/02/2026,ok,
will-green-bay-beat-houston-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-houston-texans-be-eliminated-in-the-divisional-round,2,sports,22/02/2026,ok,
will-the-houston-texans-be-eliminated-in-the-wild-card-round,2,sports,22/02/2026,ok,
will-the-chicago-bears-be-eliminated-in-the-wild-card-round,2,sports,22/02/2026,ok,
will-buffalo-beat-san-francisco-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-denver-beat-green-bay-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-green-bay-beat-new-england-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-new-england-beat-los-angeles-r-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-carolina-panthers-be-eliminated-in-the-conference-championship-round,2,sports,22/02/2026,ok,
will-san-francisco-beat-buffalo-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-los-angeles-rams-be-eliminated-in-the-wild-card-round,2,sports,22/02/2026,ok,
will-philadelphia-beat-los-angeles-c-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-san-francisco-beat-houston-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-green-bay-packers-be-eliminated-in-the-conference-championship-round,2,sports,22/02/2026,ok,
will-the-pittsburgh-steelers-be-eliminated-in-the-super-bowl,2,sports,22/02/2026,ok,
will-los-angeles-c-beat-san-francisco-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-green-bay-beat-buffalo-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-pittsburgh-steelers-be-eliminated-in-the-conference-championship-round,2,sports,22/02/2026,ok,
will-los-angeles-r-beat-pittsburgh-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-jacksonville-jaguars-be-eliminated-in-the-wild-card-round,2,sports,22/02/2026,ok,
will-houston-beat-seattle-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-san-francisco-49ers-be-eliminated-in-the-super-bowl,2,sports,22/02/2026,ok,
will-the-green-bay-packers-be-eliminated-in-the-divisional-round,2,sports,22/02/2026,ok,
will-a-no-6-seed-win-super-bowl-lx,2,sports,22/02/2026,ok,
will-chicago-beat-new-england-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-buffalo-beat-philadelphia-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-los-angeles-r-beat-new-england-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-jacksonville-jaguars-be-eliminated-in-the-divisional-round,2,sports,22/02/2026,ok,
will-jacksonville-beat-green-bay-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-philadelphia-beat-pittsburgh-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-philadelphia-eagles-be-eliminated-in-the-super-bowl,2,sports,22/02/2026,ok,
will-the-buffalo-bills-be-eliminated-in-the-divisional-round,2,sports,22/02/2026,ok,
will-the-los-angeles-chargers-win-the-super-bowl,2,sports,22/02/2026,ok,
will-philadelphia-beat-jacksonville-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-chicago-bears-be-eliminated-in-the-conference-championship-round,2,sports,22/02/2026,ok,
will-los-angeles-r-beat-buffalo-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-buffalo-beat-chicago-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-new-england-patriots-be-eliminated-in-the-divisional-round,2,sports,22/02/2026,ok,
will-the-pittsburgh-steelers-be-eliminated-in-the-divisional-round,2,sports,22/02/2026,ok,
will-the-denver-broncos-be-eliminated-in-the-super-bowl,2,sports,22/02/2026,ok,
will-los-angeles-c-beat-carolina-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-san-francisco-49ers-be-eliminated-in-the-wild-card-round,2,sports,22/02/2026,ok,
will-the-los-angeles-rams-win-the-super-bowl,2,sports,22/02/2026,ok,
will-the-carolina-panthers-be-eliminated-in-the-wild-card-round,2,sports,22/02/2026,ok,
will-new-england-beat-san-francisco-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-philadelphia-beat-buffalo-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-pittsburgh-beat-chicago-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-houston-beat-chicago-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-san-francisco-beat-los-angeles-c-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-pittsburgh-beat-san-francisco-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-philadelphia-eagles-be-eliminated-in-the-divisional-round,2,sports,22/02/2026,ok,
will-the-carolina-panthers-be-eliminated-in-the-divisional-round,2,sports,22/02/2026,ok,
will-buffalo-beat-carolina-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-chicago-beat-houston-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-buffalo-bills-be-eliminated-in-the-conference-championship-round,2,sports,22/02/2026,ok,
will-los-angeles-r-beat-jacksonville-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-green-bay-beat-denver-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-the-los-angeles-chargers-be-eliminated-in-the-conference-championship-round,2,sports,22/02/2026,ok,
will-the-green-bay-packers-be-eliminated-in-the-wild-card-round,2,sports,22/02/2026,ok,
will-los-angeles-c-beat-chicago-in-super-bowl-lx,2,sports,22/02/2026,ok,
will-new-glenn-flight-3-launch-by-january-31-2026-435,2,misc,31/01/2026,ok,
will-new-glenn-flight-3-launch-by-december-31-2025-132,2,misc,31/12/2025,ok,
will-new-glenn-flight-3-launch-by-february-15-2026-829,2,misc,15/02/2026,ok,
will-grok-4pt20-be-released-on-february-1-2026,2,misc,14/02/2026,ok,
will-agnesse-win-supernova-2026,2,misc,31/03/2026,ok,
will-grok-4pt20-be-released-on-february-4-2026,2,misc,14/02/2026,ok,
will-grok-4pt20-be-released-before-february-1-2026,2,misc,01/02/2026,ok,
fed-cuts-25-bps-in-march-odds-15-by-february-13,2,finance,13/02/2026,ok,
crwpl20-rcbw-dcw-2026-02-05-toss-match-double-dcw,1,sports,05/02/2026,ok,
crwpl20-rcbw-dcw-2026-02-05-completed-match,1,sports,05/02/2026,ok,
crint-nzl-usa-2026-02-05-completed-match,1,sports,05/02/2026,ok,
crint-nzl-usa-2026-02-05-toss-match-double-nzl,1,sports,05/02/2026,ok,
crint-aus-nld-2026-02-05-most-sixes-aus,1,sports,05/02/2026,ok,
crint-aus-nld-2026-02-05-toss-match-double-draw,1,sports,05/02/2026,ok,
crint-aus-nld-2026-02-05-team-top-batter-nld,1,sports,05/02/2026,ok,
crint-aus-nld-2026-02-05-most-sixes-nld,1,sports,05/02/2026,ok,
crint-aus-nld-2026-02-05-toss-match-double-aus,1,sports,05/02/2026,ok,
crint-aus-nld-2026-02-05-toss-match-double-nld,1,sports,05/02/2026,ok,
crint-aus-nld-2026-02-05-completed-match,1,sports,05/02/2026,ok,
crint-aus-nld-2026-02-05-team-top-batter-aus,1,sports,05/02/2026,ok,
crint-aus-nld-2026-02-05-most-sixes-draw,1,sports,05/02/2026,ok,
crint-aus-nld-2026-02-05-team-top-batter-draw,1,sports,05/02/2026,ok,
crint-can-npl-2026-02-05-team-top-batter-npl,1,sports,05/02/2026,ok,
crint-can-npl-2026-02-05-completed-match,1,sports,05/02/2026,ok,
crint-can-npl-2026-02-05-most-sixes-npl,1,sports,05/02/2026,ok,
crint-can-npl-2026-02-05-team-top-batter-draw,1,sports,05/02/2026,ok,
crint-can-npl-2026-02-05-most-sixes-can,1,sports,05/02/2026,ok,
crint-can-npl-2026-02-05-team-top-batter-can,1,sports,05/02/2026,ok,
crint-omn-zwe-2026-02-05-completed-match,1,sports,05/02/2026,ok,
crint-omn-zwe-2026-02-05-toss-match-double-omn,1,sports,05/02/2026,ok,
crint-omn-zwe-2026-02-05-toss-match-double-draw,1,sports,05/02/2026,ok,
crint-omn-zwe-2026-02-05-team-top-batter-zwe,1,sports,05/02/2026,ok,
crint-omn-zwe-2026-02-05-team-top-batter-omn,1,sports,05/02/2026,ok,
crint-omn-zwe-2026-02-05-team-top-batter-draw,1,sports,05/02/2026,ok,
crint-omn-zwe-2026-02-05-toss-match-double-zwe,1,sports,05/02/2026,ok,
crint-omn-zwe-2026-02-05-most-sixes-zwe,1,sports,05/02/2026,ok,
crint-omn-zwe-2026-02-05-most-sixes-draw,1,sports,05/02/2026,ok,
crint-omn-zwe-2026-02-05-most-sixes-omn,1,sports,05/02/2026,ok,
crwncl-sas-vicw-2026-02-04-team-top-batter-draw,1,sports,04/02/2026,ok,
crwncl-sas-vicw-2026-02-04-completed-match,1,sports,04/02/2026,ok,
crwncl-sas-vicw-2026-02-04-team-top-batter-vicw,1,sports,04/02/2026,ok,
crwncl-sas-vicw-2026-02-04-team-top-batter-sas,1,sports,04/02/2026,ok,
crwncl-nswb-qf-2026-02-04-team-top-batter-draw,1,sports,04/02/2026,ok,
crwncl-nswb-qf-2026-02-04-team-top-batter-qf,1,sports,04/02/2026,ok,
crwncl-nswb-qf-2026-02-04-team-top-batter-nswb,1,sports,04/02/2026,ok,
crwncl-nswb-qf-2026-02-04-completed-match,1,sports,04/02/2026,ok,
crint-ind-zaf-2026-02-04-most-sixes-zaf,1,sports,04/02/2026,ok,
crint-ind-zaf-2026-02-04-team-top-batter-draw,1,sports,04/02/2026,ok,
crint-ind-zaf-2026-02-04-team-top-batter-zaf,1,sports,04/02/2026,ok,
crint-ind-zaf-2026-02-04-toss-match-double-draw,1,sports,04/02/2026,ok,
crint-ind-zaf-2026-02-04-most-sixes-ind,1,sports,04/02/2026,ok,
crint-ind-zaf-2026-02-04-most-sixes-draw,1,sports,04/02/2026,ok,
crint-ind-zaf-2026-02-04-team-top-batter-ind,1,sports,04/02/2026,ok,
crint-irl-pak-2026-02-04-team-top-batter-draw,1,sports,04/02/2026,ok,
crint-irl-pak-2026-02-04-toss-match-double-irl,1,sports,04/02/2026,ok,
crint-irl-pak-2026-02-04-completed-match,1,sports,04/02/2026,ok,
crint-irl-pak-2026-02-04-most-sixes-draw,1,sports,04/02/2026,ok,
crint-irl-pak-2026-02-04-most-sixes-irl,1,sports,04/02/2026,ok,
crint-irl-pak-2026-02-04-team-top-batter-irl,1,sports,04/02/2026,ok,
crint-irl-pak-2026-02-04-toss-match-double-draw,1,sports,04/02/2026,ok,
crint-irl-pak-2026-02-04-most-sixes-pak,1,sports,04/02/2026,ok,
crint-irl-pak-2026-02-04-team-top-batter-pak,1,sports,04/02/2026,ok,
crint-irl-pak-2026-02-04-toss-match-double-pak,1,sports,04/02/2026,ok,
crint-afg-wst-2026-02-04-most-sixes-afg,1,sports,04/02/2026,ok,
crint-afg-wst-2026-02-04-toss-match-double-afg,1,sports,04/02/2026,ok,
crint-afg-wst-2026-02-04-completed-match,1,sports,04/02/2026,ok,
crint-afg-wst-2026-02-04-most-sixes-draw,1,sports,04/02/2026,ok,
crint-afg-wst-2026-02-04-most-sixes-wst,1,sports,04/02/2026,ok,
crint-afg-wst-2026-02-04-toss-match-double-draw,1,sports,04/02/2026,ok,
crint-afg-wst-2026-02-04-team-top-batter-draw,1,sports,04/02/2026,ok,
crint-afg-wst-2026-02-04-team-top-batter-afg,1,sports,04/02/2026,ok,
crint-afg-wst-2026-02-04-toss-match-double-wst,1,sports,04/02/2026,ok,
cru19wc-ind19-afg19-2026-02-04-completed-match,1,sports,04/02/2026,ok,
crint-nam-sco-2026-02-04-team-top-batter-sco,1,sports,04/02/2026,ok,
crint-nam-sco-2026-02-04-toss-match-double-draw,1,sports,04/02/2026,ok,
cru19wc-ind19-afg19-2026-02-04-team-top-batter-draw,1,sports,04/02/2026,ok,
cru19wc-ind19-afg19-2026-02-04-team-top-batter-ind19,1,sports,04/02/2026,ok,
crint-nam-sco-2026-02-04-completed-match,1,sports,04/02/2026,ok,
crint-nam-sco-2026-02-04-team-top-batter-draw,1,sports,04/02/2026,ok,
crint-nam-sco-2026-02-04-most-sixes-draw,1,sports,04/02/2026,ok,
crint-nam-sco-2026-02-04-toss-match-double-nam,1,sports,04/02/2026,ok,
crint-nam-sco-2026-02-04-most-sixes-sco,1,sports,04/02/2026,ok,
crwncl-tt-acm-2026-02-03-team-top-batter-acm,1,sports,03/02/2026,ok,
crwncl-tt-acm-2026-02-03-team-top-batter-tt,1,sports,03/02/2026,ok,
crwncl-tt-acm-2026-02-03-completed-match,1,sports,03/02/2026,ok,
elon-musk-of-tweets-february-3-february-10-0-19,2,misc,10/02/2026,ok,
elon-musk-of-tweets-february-3-february-10-20-39,2,misc,10/02/2026,ok,
elon-musk-of-tweets-february-3-february-10-40-59,2,misc,10/02/2026,ok,
elon-musk-of-tweets-february-3-february-10-60-79,2,misc,10/02/2026,ok,
crwpl20-ggw-dcw-2026-02-03-toss-match-double-dcw,1,sports,03/02/2026,ok,
crwpl20-ggw-dcw-2026-02-03-completed-match,1,sports,03/02/2026,ok,
crwpl20-ggw-dcw-2026-02-03-most-sixes-draw,1,sports,03/02/2026,ok,
crwpl20-ggw-dcw-2026-02-03-toss-match-double-ggw,1,sports,03/02/2026,ok,
crwpl20-ggw-dcw-2026-02-03-team-top-batter-dcw,1,sports,03/02/2026,ok,
crwpl20-ggw-dcw-2026-02-03-toss-match-double-draw,1,sports,03/02/2026,ok,
crwpl20-ggw-dcw-2026-02-03-most-sixes-dcw,1,sports,03/02/2026,ok,
crwpl20-ggw-dcw-2026-02-03-most-sixes-ggw,1,sports,03/02/2026,ok,
crwpl20-ggw-dcw-2026-02-03-team-top-batter-draw,1,sports,03/02/2026,ok,
crint-lka-gbr-2026-02-03-toss-match-double-gbr,1,sports,03/02/2026,ok,
crint-lka-gbr-2026-02-03-toss-match-double-draw,1,sports,03/02/2026,ok,
crint-lka-gbr-2026-02-03-team-top-batter-gbr,1,sports,03/02/2026,ok,
crint-lka-gbr-2026-02-03-most-sixes-gbr,1,sports,03/02/2026,ok,
crint-lka-gbr-2026-02-03-most-sixes-draw,1,sports,03/02/2026,ok,
